id,cycle_time_days,tags
1655,1,"app,support"
2955,17,"app,support"
1625,3,app
2956,4,"app,urgent"
2959,6,app
2957,3,"app,urgent"
2958,1,"app,urgent"
2960,7,app
2966,2,"app,support"
2967,17,app
1633,1,
1634,3,app
1696,65,"app,support"
2995,1,"app,urgent"
1281,5,app
1282,40,"app,urgent"
1289,3,"app,support,urgent"
1291,5,"app,support"
1292,40,"app,urgent,quickwin"
1293,7,app
1297,10,"app,urgent"
1298,6,app
1299,2,app
701,10,app
2934,8,app
2937,8,app
2938,10,app
2935,8,"app,urgent"
2936,2,app
711,1,app
2941,9,"app,support"
2942,4,app
1617,24,app
2948,3,"app,support"
2949,4,app
2947,2,"app,urgent"
735,2,"app,quickwin"
734,1,"app,support"
737,1,"app,urgent"
736,2,"app,support"
3855,50,"app,support"
2525,20,app
3857,1,"app,urgent"
2526,5,"app,quickwin"
3856,1,"app,urgent"
3862,4,app
643,4,app
1200,7,app
3861,3,app
2532,29,app
3864,3,app
2533,1,"app,urgent"
3863,2,"app,support"
3866,4,app
3865,3,"app,support"
3868,12,
2537,3,"app,urgent"
2538,2,"app,support"
3870,63,"app,support,urgent"
3875,7,app
3874,7,
3877,23,"app,support"
3879,1,"app,urgent"
3878,1,"app,support"
3882,1,"app,urgent"
3881,1,app
3884,1,"app,support"
2553,3,app
3883,1,"app,support"
2554,6,app
3886,3,"app,support"
3885,1,app
1225,8,app
3888,9,app
3887,57,app
2558,1,"app,support"
2559,9,"app,quickwin"
656,1,"app,support"
655,2,app
650,12,"app,urgent"
3891,1,app
652,3,app
651,5,"app,support"
2562,1,"app,support"
654,9,app
1233,6,app
653,9,app
1235,6,"app,quickwin"
1236,3,app
1237,7,"app,support"
1238,20,app
1239,6,support
682,63,"app,support,urgent"
1245,6,"app,urgent"
1246,2,app
2587,10,"app,urgent"
2589,40,"app,support"
2590,91,app
2597,9,app
2598,5,app
2599,4,app
3806,10,app
3805,7,"app,support"
3811,1,"app,quickwin"
3813,5,app
3817,4,app
3816,11,app
3820,1,"app,urgent"
3824,1,"app,support"
3826,2,app
3825,1,"app,urgent"
3828,6,app
3827,10,"app,urgent"
3829,5,"app,urgent"
3831,30,app
3833,2,"app,urgent"
3835,3,"app,urgent,quickwin"
3836,47,"app,urgent"
3838,1,"app,quickwin"
3842,1,"app,support"
3848,3,app
3849,2,"app,support"
2090,12,app
2091,1,"app,support"
2095,10,"app,urgent"
1929,83,app
1927,1,"app,urgent"
3343,1,app
1926,2,"app,support,urgent"
3347,25,app
2017,19,app
2018,6,app
2019,6,"app,quickwin"
2021,9,"app,support"
1931,2,app
2022,5,app
2023,1,
1937,6,app
2031,13,"app,urgent"
2032,12,"app,support,urgent"
2034,16,"app,quickwin"
2038,113,"app,quickwin"
2039,2,app
1916,280,app
2040,5,"app,quickwin"
2041,18,app
2043,2,"app,urgent"
2044,1,app
2045,1,support
2046,2,app
2047,88,"app,quickwin"
3381,1,app
3380,6,"app,urgent"
3382,1,app
3387,1,app
2080,13,app
1955,2,app
2088,7,app
1956,6,app
3300,5,app
3303,1,app
3302,1,"app,support"
3305,151,app
3304,3,"app,quickwin"
3307,2,"app,support,urgent"
3306,11,app
3309,1,app
3308,5,app
3312,1,app
3316,1,"app,support,urgent"
3315,1,"app,quickwin"
3318,1,"app,support"
3317,1,app
3323,2,app
3327,1,app
3326,1,"app,urgent"
3329,1,"app,quickwin"
3330,6,app
3331,3,app
1890,1,app
1866,10,"app,urgent"
3215,1,"app,quickwin"
3214,4,"app,quickwin"
3217,22,"app,quickwin"
1806,9,"app,quickwin"
3216,1,"app,urgent"
3222,36,app
3221,2,"app,support"
3223,1,"app,support"
3226,1,support
3225,4,"app,support,urgent"
3228,1,app
3227,1,"app,support"
3229,2,app
3231,1,"app,support,urgent,quickwin"
3230,1,"app,support"
3233,2,
3232,1,app
3235,1,app
3234,24,app
3237,1,app
3236,4,"app,support"
3239,1,app
3238,2,"app,urgent"
3240,1,app
3242,1,"app,urgent"
3241,9,"app,urgent,quickwin"
3244,7,app
3243,1,app
3246,1,"app,support"
3248,1,"app,urgent"
3247,9,"app,quickwin"
3249,2,app
3251,1,"app,support,urgent"
3250,5,app
3253,1,app
3252,1,"app,support,urgent"
3254,11,app
3259,7,"support,urgent"
3260,5,app
3264,1,app
1842,6,support
3266,4,"app,quickwin"
3268,12,app
3267,5,"app,urgent"
1847,16,"app,quickwin"
3269,4,app
3271,3,"app,support"
3270,72,"app,support"
3275,1,"app,support"
3274,11,"app,urgent"
3277,2,"app,support,urgent"
3278,4,app
3280,1,"app,support"
3281,1,app
3284,1,"app,urgent"
3283,1,app
3288,1,app
3287,10,app
3289,1,app
3291,5,app
3293,9,app
1833,765,"app,urgent"
3297,1,"app,urgent"
3299,5,app
3298,8,app
1836,1,app
3201,2,"app,support"
3203,10,app
3206,1,app
3208,1,"app,support"
3211,3,app
3210,13,app
3213,1,app
3212,1,"app,support"
3585,14,app
3592,56,app
3594,7,app
3593,32,app
3500,1,"app,quickwin"
3503,1,app
3502,1,"app,support"
3504,1,app
3506,8,"app,urgent"
3512,60,app
3514,1,app
3516,4,app
3515,1,app
3518,1,"app,urgent"
3517,3,"app,support"
3521,37,app
3520,4,app
3524,5,
3534,2,app
3535,1,app
3538,1,app
3537,1,app
2209,1,"app,support,urgent"
3539,32,"app,urgent"
3541,4,"app,support,quickwin"
2210,145,app
3540,30,app
2211,14,"app,support"
3543,44,"app,support,urgent"
2212,18,app
3542,4,app
3545,1,app
2216,7,"app,urgent"
3546,12,app
2217,5,app
3549,1,app
2218,9,"app,support"
3548,3,app
2219,5,"app,support"
3550,1,app
2220,1,app
3552,1,app
2221,5,app
3551,3,app
2223,5,"app,urgent"
3553,20,"app,urgent"
3556,8,"app,quickwin"
3557,23,"app,support"
3561,6,"app,quickwin"
2230,2,"app,urgent"
2231,6,app
2232,2,app
3562,1,app
2233,4,app
2234,2,app
3564,1,"app,support"
2235,5,"app,support"
2236,42,"app,urgent"
2237,6,"app,support"
3462,10,"app,support"
3465,2,"app,support"
3468,21,app
3467,48,app
2138,2,app
3470,1,"app,support"
2141,3,"app,support"
2143,19,app
3475,1,"app,urgent"
3474,2,"app,support"
2146,12,"app,urgent"
2147,60,"app,quickwin"
2148,12,support
2150,8,app
3486,6,"app,support,quickwin"
3485,6,app
2156,20,app
3488,2,app
3487,2,app
3489,13,app
3491,7,"app,support"
3490,10,"app,urgent"
3494,1,app
3496,24,quickwin
2172,5,"app,support"
2178,21,app
2179,2,"app,urgent"
2180,5,app
3419,1,app
3420,2,"app,urgent"
3422,1,"app,urgent"
3426,1,app
3425,1,app
3427,6,app
3429,2,app
2100,135,app
3430,39,"app,support"
3432,2,"app,support,quickwin"
3436,4,"app,urgent"
3439,5,"app,quickwin"
2109,6,"app,urgent"
2110,1,"app,support"
3442,2,app
2111,4,app
3441,1,"app,quickwin"
3443,6,app
3446,11,"app,support"
3447,1,"app,urgent"
3449,1,app
3451,14,
3450,1,"app,urgent"
8166,3,
8187,1,app
8196,3,app
8198,1,"app,urgent"
8119,5,"app,support"
8127,3,"app,urgent,quickwin"
8103,7,app
8111,14,quickwin
9,2,app
1957,5,app
1972,12,"app,urgent"
1976,23,"app,urgent"
1977,94,app
1982,9,app
1984,3,"app,support"
8059,3,"app,support"
8058,3,app
8019,2,"app,urgent"
8035,8,"app,urgent,quickwin"
8036,7,app
8084,10,"app,support"
8083,5,"app,quickwin"
8080,5,app
8085,8,app
8095,7,app
1924,44,app
1925,62,app
1926,24,app
1928,20,app
1929,40,"app,support,quickwin"
1930,9,"app,urgent"
8061,13,app
1931,44,app
1932,4,support
1934,70,"app,urgent"
1935,27,"app,support"
1936,1,"app,urgent"
1938,108,"app,support,urgent"
1939,1,"app,support,quickwin"
8065,1,app
8070,10,"app,support"
8079,10,"app,support"
8078,10,app
8077,19,app
8076,10,"app,urgent"
8004,37,app
1835,6,app
1836,88,"app,urgent"
1869,44,app
1871,55,"app,support"
1872,183,app
1874,16,app
7070,2,app
7076,2,app
8383,10,app
8379,11,app
8394,11,app
7065,2,app
7059,1,"app,quickwin"
7000,7,"app,support"
8332,9,"app,support"
7001,5,app
8331,4,app
7002,5,app
7003,10,"app,quickwin"
8330,10,app
8329,10,app
8302,4,"app,quickwin"
8361,92,"app,urgent"
8363,4,"app,support"
8362,4,"app,support"
7046,1,"app,support,urgent"
8372,17,"app,urgent"
8373,19,"app,urgent"
8369,1,"app,urgent"
8340,1,"app,urgent"
7008,3,app
8339,1,"app,quickwin"
7004,5,"app,urgent"
7005,5,"app,support"
7006,16,app
8338,7,"app,support"
8337,1,"app,quickwin"
8351,62,"app,urgent"
8347,3,"app,support"
8349,2,app
8289,2,"app,urgent"
8276,6,app
8201,37,app
8210,2,app
8205,5,"app,urgent"
8236,1,support
8222,28,"app,urgent,quickwin"
8219,3,app
8235,11,"app,support"
8234,20,"app,urgent"
8230,3,"app,urgent"
7291,1,app
7299,2,"app,quickwin"
2900,6,app
2901,21,app
2903,23,"app,urgent"
2904,25,app
2905,19,"app,urgent"
2908,3,app
2909,6,app
2910,5,app
2911,1,"app,quickwin"
2912,1,app
2914,4,app
2915,3,"app,urgent,quickwin"
2916,2,"support,urgent"
2917,2,app
2918,1,"app,quickwin"
8563,4,app
7232,2,"app,urgent"
8562,2,"app,support"
8565,6,"app,support,quickwin"
8564,1,"app,support"
8561,2,app
7230,2,app
8560,2,"app,urgent"
7229,15,app
8559,1,"app,urgent"
8558,1,app
8557,2,"app,urgent"
8574,1,app
8570,48,"app,support"
8572,41,"app,support,quickwin"
8566,2,app
8568,1,"app,urgent"
8540,4,app
7211,7,app
8543,1,"app,urgent"
8538,1,app
7209,1,app
8539,2,"app,urgent"
8536,1,"app,support"
7205,13,"app,quickwin"
8549,8,app
7213,16,"app,urgent"
7214,8,"app,urgent"
7275,4,app
7276,1,app
7277,3,app
7271,2,app
7272,6,app
7274,2,app
7281,7,app
7286,2,"app,urgent"
7282,1,urgent
7283,1,"app,urgent"
7284,3,app
7285,6,"app,support,urgent"
7279,10,"app,urgent"
8586,7,app
8577,50,app
7264,2,"app,quickwin"
8597,1,app
8592,2,"app,urgent"
7262,1,app
2884,18,app
1553,5,"app,urgent"
1554,101,app
2886,1,"app,urgent"
1555,3,"app,support,urgent"
2887,2,app
1556,4,"app,urgent"
2888,3,app
1557,1,app
2889,15,app
1559,2,"app,support,quickwin"
2890,3,"app,support,quickwin"
2891,3,"app,support,quickwin"
2892,8,"app,support,urgent"
2893,6,"app,urgent,quickwin"
1562,46,app
2894,1,"app,urgent"
1563,14,"app,support"
2895,5,app
2896,10,app
2897,8,"app,quickwin"
2898,3,app
2899,6,"app,urgent"
8606,7,"app,support,urgent"
515,14,app
8605,2,"app,support"
514,19,"app,urgent"
8600,11,"app,urgent"
517,1,"app,urgent"
516,3,app
8602,10,app
8601,4,app
540,10,app
542,10,app
543,9,app
535,9,app
538,10,app
1593,7,"app,support,quickwin"
1594,9,app
1597,9,app
1599,11,"app,urgent"
7305,2,
7306,37,app
7307,29,app
7308,59,"app,urgent"
7301,1,app
8633,8,app
8632,1,"app,urgent"
8634,8,app
8651,32,app
8652,8,"app,support"
7317,5,"app,urgent"
7314,1,app
8620,10,"app,support,urgent"
8615,43,app
8617,8,app
581,9,"app,quickwin"
583,8,app
8619,6,"app,support"
7300,7,"app,urgent"
8630,2,
8627,1,"app,urgent"
8623,16,app
577,6,"app,support"
2800,1,app
2801,2,app
2802,2,"app,support"
2803,1,app
2804,1,quickwin
2807,3,app
2812,1,"app,support,urgent"
2813,2,"app,support"
2815,1,app
2816,1,"app,urgent"
2822,1,app
2823,2,app
2824,2,app
2825,4,"urgent,quickwin"
2826,4,"app,support"
2827,4,
2828,1,app
2829,2,"app,support"
2830,1,"app,support"
2831,1,app
2832,8,app
2838,2,app
2839,1,app
2840,5,"app,support,urgent"
2841,1,app
2843,4,app
2844,8,"app,support"
2846,1,app
2847,1,"app,urgent"
2848,6,"app,quickwin"
2850,1,"app,urgent"
2851,1,app
2853,6,app
2854,5,app
2855,1,support
2856,1,"app,urgent,quickwin"
2857,18,"app,quickwin"
2858,69,"app,urgent"
2859,4,app
2860,2,"app,urgent,quickwin"
2861,1,"app,urgent"
1531,4,"app,support,urgent"
1534,6,"app,support"
2866,1,app
2867,44,"app,urgent"
1537,101,app
2868,44,app
2869,1,"app,quickwin"
1539,98,"app,urgent"
2870,1,app
2871,127,app
1541,29,"app,support"
2876,1,app
2877,1,app
2878,1,app
1549,67,"app,support"
2880,3,"app,support"
2882,3,app
1551,59,"app,urgent"
1552,59,"app,quickwin"
7192,3,app
7193,3,"app,urgent"
7194,2,"app,support"
7195,1,"app,support"
7172,1,"app,urgent"
7187,10,app
7188,2,app
8441,17,app
8443,1,app
7122,1,"app,support,urgent,quickwin"
8452,7,app
8451,12,app
8450,66,app
8445,1,"app,urgent"
8480,5,app
8488,2,app
7148,1,app
7149,12,app
7160,2,"app,support"
8497,1,"app,urgent"
7166,2,app
7134,1,app
7135,1,app
7129,1,app
502,5,app
508,8,"app,support"
507,23,app
7143,1,"app,urgent"
8474,1,app
2763,1,"app,urgent"
2764,5,app
2765,1,"app,support"
2766,2,app
2768,1,"app,urgent"
1438,4,"app,urgent"
404,612,app
408,10,app
2770,1,"app,support"
1440,13,"app,urgent"
2773,5,"app,support"
2775,6,"app,quickwin"
2777,4,"app,quickwin"
2778,12,app
2780,12,"app,urgent"
2781,18,
1454,6,"app,urgent"
2785,3,"app,support,urgent,quickwin"
1455,230,"app,support,urgent"
2786,1,app
1456,5,app
2787,1,app
2788,1,"app,quickwin"
2789,4,app
2790,1,"app,urgent"
2791,6,app
2792,1,app
2793,1,"app,support"
2795,8,app
414,8,"app,urgent"
413,6,app
415,5,"app,support"
418,7,app
410,319,app
412,1,"app,quickwin"
411,2,"app,support,urgent"
1477,5,app
8516,4,"app,urgent"
447,151,"app,urgent"
8515,4,"app,quickwin"
446,2,"app,support,urgent"
448,8,"app,urgent"
8514,1,app
440,10,app
1483,157,"app,support"
1484,55,urgent
1486,2,app
439,8,"app,support"
468,4,app
8504,56,app
8507,17,app
8506,4,app
8503,10,app
450,7,app
8508,16,
476,3,app
477,3,app
2702,9,app
2708,5,"app,quickwin"
2709,2,app
2710,7,app
2711,5,app
2712,2,app
2713,13,app
2714,1,app
2729,7,app
2731,7,"app,support"
2733,1,"app,urgent"
2734,5,"app,support,urgent"
2735,1,"app,support"
2736,6,"app,urgent"
2738,1,"app,support,urgent"
2739,5,"app,support"
2740,10,app
2741,3,"app,support"
2742,3,"app,support"
2744,6,app
2745,3,app
2746,4,app
2747,1,app
2748,1,app
2750,2,"app,urgent"
2752,2,"app,support"
2753,1,"app,support"
2754,4,"app,quickwin"
1424,1,app
2755,4,app
2756,2,app
2758,2,"app,urgent"
2759,15,app
2761,1,"app,urgent"
2762,1,"app,support"
1802,42,"app,support"
1803,4,"app,urgent"
1808,14,app
1809,8,app
1810,14,app
1811,24,app
1812,5,"app,support"
1814,4,"app,quickwin"
1817,3,app
1819,6,"app,quickwin"
6143,6,app
6144,8,"app,support"
6145,3,app
8798,1,app
8797,1,app
8799,1,app
6153,6,app
7480,18,
6150,10,app
6148,1,app
6149,1,app
8783,11,"app,support,urgent"
8782,1,app
8785,2,app
8784,6,"app,support,quickwin"
8781,3,app
8780,6,"app,quickwin"
8779,1,app
6119,4,"app,support"
8775,1,app
7447,8,app
8777,1,"app,support"
8794,1,"app,urgent"
8793,1,"app,quickwin"
8796,1,app
8795,4,app
8790,1,app
8792,4,"app,support,urgent,quickwin"
8791,3,app
8787,1,app
8786,1,"app,support"
8789,1,app
7458,8,app
8788,21,app
7495,3,app
7496,3,app
7498,1,app
6159,435,"app,support,quickwin"
7499,2,app
1799,1,app
8831,1,"app,support,urgent"
7502,1,"app,quickwin"
8813,5,app
8812,13,"app,urgent"
8815,5,app
8814,5,"app,support,urgent"
8811,4,app
8810,2,"app,urgent"
8817,2,app
8816,5,app
8819,1,app
8818,13,"app,urgent"
8824,7,"app,urgent"
8823,5,app
8825,1,app
8820,2,app
8822,9,app
8821,9,app
8828,2,app
8827,1,app
8829,1,"app,support"
6216,1,app
325,8,"app,quickwin"
6218,1,app
7545,84,"app,support"
322,1,app
324,1,app
7554,11,"app,quickwin"
7540,100,app
364,8,"app,urgent"
366,1,"app,support"
365,10,"app,support"
1732,8,app
1734,83,app
382,10,app
1736,123,"app,urgent"
381,5,"app,urgent"
1737,4,app
1738,18,"app,urgent"
1739,77,app
384,8,app
383,4,"app,support"
388,46,app
1740,1,"app,urgent"
1741,83,app
1742,19,app
1743,16,app
1744,67,app
8802,1,"app,quickwin"
8801,1,app
8804,1,"app,quickwin"
8803,1,"app,quickwin"
8800,1,app
8809,13,app
8805,1,app
8808,3,app
8807,1,app
1782,27,app
1783,10,app
6088,335,"app,urgent"
6099,2,"app,support"
6095,126,app
6096,17,"app,quickwin"
8684,2,"app,support"
6021,1,urgent
8683,10,app
6023,8,"app,support,quickwin"
8685,1,app
6024,203,app
8682,8,app
7349,1,app
6032,6,app
6033,6,app
6034,11,quickwin
6035,7,"app,support,urgent"
6030,1,"app,support,quickwin"
6031,8,app
6028,446,app
7338,14,app
7336,1,
6060,1,"app,urgent"
6065,1,quickwin
6066,3,"app,urgent"
7392,9,app
6062,1,app
6063,6,"app,urgent"
6064,8,app
6079,8,"app,support"
6044,3,"app,support,urgent"
7371,2,app
6040,26,app
6036,3,"app,support"
6037,10,app
6038,9,"app,support,urgent"
6039,8,app
7385,4,app
6056,8,app
7378,2,"app,quickwin"
1675,4,app
8716,1,app
8712,13,app
8719,2,"app,support"
8725,2,app
8724,2,app
8727,1,app
8726,3,"app,urgent"
8721,33,app
8720,4,"app,urgent"
8722,25,app
1696,13,app
1697,20,app
1698,23,"app,support,urgent"
1699,101,app
8703,2,app
8704,2,"app,support,urgent"
8701,1,app
8700,2,app
8707,22,app
8706,12,
8708,1,app
8754,8,"app,support,urgent,quickwin"
7425,11,app
8772,2,app
8771,1,"app,quickwin"
8770,1,app
8769,2,"app,support"
8768,1,app
6108,446,app
8765,1,"app,support"
8767,1,app
7436,3,"app,quickwin"
8766,1,app
8736,3,"app,support"
227,10,
8735,8,app
229,10,app
228,8,app
8732,27,"app,support"
8731,8,
8733,1,"app,support,urgent"
220,5,app
8750,6,"app,urgent,quickwin"
8751,43,app
8749,3,"app,support,urgent"
8748,3,"app,urgent"
8745,32,app
7414,7,app
8744,2,"app,urgent"
2920,5,"app,urgent"
2921,3,app
2922,7,"app,urgent"
2923,1,app
2924,3,app
2925,160,app
2934,8,app
2936,1,"app,urgent"
2938,1,"app,urgent"
2939,1,app
2940,2,app
2941,9,"app,urgent"
2942,2,app
2943,4,app
2944,7,"app,urgent"
267,1,
269,1,"app,support"
2955,1,"app,urgent"
2956,8,app
1625,8,"app,support,quickwin"
2957,6,app
1626,29,app
2958,3,"app,urgent,quickwin"
1627,33,"app,support"
2959,9,app
1628,9,app
1629,8,"app,urgent"
2960,3,app
2961,1,"app,support"
1630,5,app
2962,5,app
1631,19,app
1632,25,app
2964,42,app
1633,18,app
2965,102,"app,quickwin"
1634,26,"app,urgent"
2966,1,app
1635,59,"app,support"
280,5,"app,support,quickwin"
2969,1,app
2982,16,"app,urgent"
2985,23,app
2986,8,app
2987,6,app
2989,3,"app,quickwin"
2990,102,"app,support,urgent"
2991,6,app
1660,25,"app,support"
2992,12,"app,urgent"
1661,7,"app,support"
2993,6,"app,quickwin"
1662,29,
2994,48,app
1663,7,"app,quickwin"
2995,5,app
1664,31,"app,quickwin"
2996,14,app
1665,8,"app,urgent,quickwin"
2997,25,app
1666,19,app
2998,24,app
1667,8,app
2999,23,app
1672,15,app
